DATE,TIME,AIR_TEMPERATURE[C],AIR_HUMIDITY[%],SOIL_TEMPERATURE[C],SOIL_MOISTURE[%],SOIL_MOISTURE[RAW],LIGHT_LEVEL[LUX]
13.07.2025,00:02:20,14.80,94.00,16.19,100.00,1401,nan
13.07.2025,00:07:20,15.00,94.00,16.19,100.00,1403,nan
13.07.2025,00:12:20,15.00,94.00,16.19,100.00,1405,nan
13.07.2025,00:17:19,15.00,94.00,16.19,100.00,1403,nan
13.07.2025,00:22:19,14.90,94.00,16.12,100.00,1395,nan
13.07.2025,00:27:19,14.80,94.00,16.12,100.00,1404,nan
13.07.2025,00:32:18,14.80,94.00,16.06,100.00,1365,nan
13.07.2025,00:37:18,14.80,94.00,16.06,100.00,1387,nan
13.07.2025,00:42:18,14.80,94.00,16.00,100.00,1397,nan
13.07.2025,00:47:18,14.80,94.00,16.00,100.00,1382,nan
13.07.2025,00:52:18,14.90,94.00,16.00,100.00,1394,nan
13.07.2025,00:57:18,14.90,94.00,16.00,100.00,1392,nan
13.07.2025,01:02:17,14.90,94.00,15.94,100.00,1397,nan
13.07.2025,01:07:17,14.90,94.00,15.94,100.00,1390,nan
13.07.2025,01:12:17,14.90,94.00,15.88,100.00,1394,nan
13.07.2025,01:17:17,14.80,94.00,15.88,100.00,1403,nan
13.07.2025,01:22:16,14.90,94.00,15.88,100.00,1502,nan
13.07.2025,01:27:16,14.80,94.00,15.81,100.00,1385,nan
13.07.2025,01:32:15,14.90,94.00,15.81,100.00,1392,nan
13.07.2025,01:37:15,14.90,94.00,15.81,100.00,1406,nan
13.07.2025,01:42:14,14.90,94.00,15.81,100.00,1421,nan
13.07.2025,01:47:14,14.80,94.00,15.81,100.00,1527,nan
13.07.2025,01:52:14,14.90,94.00,15.75,100.00,1530,nan
13.07.2025,01:57:14,15.00,94.00,15.75,99.00,1636,nan
13.07.2025,02:02:13,15.00,94.00,15.75,88.00,1744,nan
13.07.2025,02:07:13,14.80,94.00,15.75,100.00,1574,nan
13.07.2025,02:12:13,14.80,94.00,15.75,100.00,1399,nan
13.07.2025,02:17:13,14.80,95.00,15.75,100.00,1363,nan
13.07.2025,02:22:13,14.80,95.00,15.75,100.00,1490,nan
13.07.2025,02:27:13,14.80,95.00,15.75,100.00,1396,nan
13.07.2025,02:32:13,14.80,95.00,15.69,100.00,1419,nan
13.07.2025,02:37:13,14.90,95.00,15.69,100.00,1437,nan
13.07.2025,02:42:13,14.90,95.00,15.69,100.00,1620,nan
13.07.2025,02:47:13,14.90,95.00,15.69,100.00,1411,nan
13.07.2025,02:52:12,14.90,95.00,15.75,100.00,1405,nan
13.07.2025,02:57:12,15.00,95.00,15.69,100.00,1421,nan
13.07.2025,03:02:12,15.00,94.00,15.69,100.00,1437,nan
13.07.2025,03:07:12,15.00,94.00,15.69,100.00,1437,nan
13.07.2025,03:12:11,15.00,94.00,15.69,100.00,1425,nan
13.07.2025,03:17:10,14.90,94.00,15.69,100.00,1421,nan
13.07.2025,03:22:10,14.80,95.00,15.62,100.00,1437,nan
13.07.2025,03:27:10,14.80,95.00,15.62,100.00,1435,nan
13.07.2025,03:32:10,14.90,95.00,15.56,100.00,1375,nan
13.07.2025,03:37:10,14.90,95.00,15.62,100.00,1435,nan
13.07.2025,03:42:10,14.80,95.00,15.56,100.00,1431,nan
13.07.2025,03:47:09,14.80,95.00,15.62,100.00,1437,nan
13.07.2025,03:52:09,14.80,95.00,15.56,100.00,1443,nan
13.07.2025,03:57:09,14.80,95.00,15.56,100.00,1446,nan
13.07.2025,04:02:09,14.70,95.00,15.56,100.00,1447,nan
13.07.2025,04:07:09,14.70,95.00,15.56,100.00,1459,4.08
13.07.2025,04:12:09,14.80,95.00,15.56,100.00,1451,8.16
13.07.2025,04:17:09,14.80,95.00,15.56,100.00,1463,5.44
13.07.2025,04:22:09,14.70,95.00,15.50,100.00,1424,10.88
13.07.2025,04:27:09,14.70,95.00,15.50,100.00,1458,19.99
13.07.2025,04:32:08,14.70,95.00,15.44,100.00,1469,34.48
13.07.2025,04:37:08,14.80,95.00,15.50,100.00,1473,51.00
13.07.2025,04:42:08,14.80,95.00,15.50,100.00,1477,74.39
13.07.2025,04:47:08,14.90,95.00,15.50,100.00,1475,87.04
13.07.2025,04:52:08,14.80,95.00,15.50,100.00,1470,99.74
13.07.2025,04:57:07,14.90,95.00,15.44,100.00,1467,146.93
13.07.2025,05:02:07,14.90,95.00,15.50,100.00,1470,214.07
13.07.2025,05:07:07,14.90,94.00,15.44,100.00,1476,290.50
13.07.2025,05:12:07,14.90,94.00,15.44,100.00,1479,328.38
13.07.2025,05:17:07,14.90,94.00,15.50,100.00,1485,409.86
13.07.2025,05:22:07,14.90,94.00,15.50,100.00,1561,446.10
13.07.2025,05:27:06,14.90,94.00,15.44,100.00,1622,524.16
13.07.2025,05:32:06,15.00,94.00,15.44,95.00,1680,593.01
13.07.2025,05:37:06,15.00,94.00,15.50,95.00,1681,788.89
13.07.2025,05:42:07,15.00,94.00,15.44,95.00,1679,1055.47
13.07.2025,05:47:06,15.00,94.00,15.44,95.00,1677,1129.72
13.07.2025,05:52:06,15.10,94.00,15.50,96.00,1669,1292.94
13.07.2025,05:57:06,15.20,94.00,15.50,96.00,1667,1394.57
13.07.2025,06:02:06,15.30,94.00,15.50,96.00,1667,1436.18
13.07.2025,06:07:05,15.40,94.00,15.50,96.00,1670,1523.20
13.07.2025,06:12:05,15.40,94.00,15.56,95.00,1675,1401.72
13.07.2025,06:17:05,15.40,94.00,15.56,96.00,1669,1657.39
13.07.2025,06:22:05,15.50,94.00,15.56,96.00,1666,2352.06
13.07.2025,06:27:05,15.60,94.00,15.62,96.00,1665,2756.46
13.07.2025,06:32:05,15.80,93.00,15.62,96.00,1664,3536.89
13.07.2025,06:37:05,16.00,92.00,15.69,96.00,1667,5015.23
13.07.2025,06:42:05,16.40,91.00,15.75,96.00,1671,5814.47
13.07.2025,06:47:05,17.10,89.00,15.81,96.00,1670,7616.56
13.07.2025,06:52:05,17.80,88.00,15.94,96.00,1669,5972.84
13.07.2025,06:57:05,18.30,86.00,16.00,96.00,1670,4012.97
13.07.2025,07:02:05,17.80,87.00,16.12,96.00,1670,6306.52
13.07.2025,07:07:05,17.20,87.00,16.19,96.00,1671,7143.18
13.07.2025,07:12:04,18.00,87.00,16.25,96.00,1671,3825.31
13.07.2025,07:17:05,17.80,86.00,16.25,97.00,1661,4948.61
13.07.2025,07:22:04,17.50,87.00,16.31,96.00,1666,6689.77
13.07.2025,07:27:04,17.90,86.00,16.31,96.00,1667,6502.65
13.07.2025,07:32:04,18.00,86.00,16.38,96.00,1667,7295.10
13.07.2025,07:37:04,18.10,85.00,16.44,96.00,1666,8120.49
13.07.2025,07:42:04,18.50,85.00,16.50,96.00,1665,7452.81
13.07.2025,07:47:04,18.80,83.00,16.56,96.00,1663,6091.31
13.07.2025,07:52:03,18.10,84.00,16.62,96.00,1667,4489.08
13.07.2025,07:57:03,18.00,86.00,16.62,96.00,1669,6135.24
13.07.2025,08:02:03,18.00,87.00,16.62,96.00,1671,8208.05
13.07.2025,08:07:02,18.60,83.00,16.69,96.00,1663,9355.29
13.07.2025,08:12:02,18.90,83.00,16.75,100.00,1607,9616.19
13.07.2025,08:17:02,19.00,82.00,16.81,96.00,1669,10553.61
13.07.2025,08:22:02,19.50,81.00,16.94,96.00,1670,11394.99
13.07.2025,08:27:01,19.50,81.00,17.06,96.00,1663,12031.47
13.07.2025,08:32:01,20.00,79.00,17.12,96.00,1666,11322.46
13.07.2025,08:37:02,19.60,81.00,17.19,96.00,1664,9077.58
13.07.2025,08:42:01,19.60,81.00,17.25,97.00,1660,8711.92
13.07.2025,08:47:01,18.90,81.00,17.31,97.00,1659,9784.84
13.07.2025,08:52:01,19.50,81.00,17.38,97.00,1658,10751.26
13.07.2025,08:57:01,19.70,80.00,17.44,97.00,1658,12744.12
13.07.2025,09:02:01,20.50,79.00,17.44,97.00,1659,13667.10
13.07.2025,09:07:01,20.60,78.00,17.62,96.00,1662,15237.48
13.07.2025,09:12:01,20.70,77.00,17.69,96.00,1665,15643.91
13.07.2025,09:17:01,21.40,76.00,17.81,96.00,1666,14535.91
13.07.2025,09:22:01,21.40,77.00,17.94,96.00,1664,14187.73
13.07.2025,09:27:01,21.00,76.00,18.00,96.00,1671,15203.17
13.07.2025,09:32:01,21.20,74.00,18.12,96.00,1666,15968.30
13.07.2025,09:37:00,21.50,75.00,18.25,96.00,1669,16262.07
13.07.2025,09:42:00,22.10,75.00,18.38,96.00,1670,17941.66
13.07.2025,09:47:01,22.30,74.00,18.50,96.00,1669,17406.92
13.07.2025,09:52:00,23.00,72.00,18.56,96.00,1667,17318.49
13.07.2025,09:57:01,23.10,74.00,18.69,96.00,1667,17706.79
13.07.2025,10:02:01,23.40,71.00,18.81,96.00,1668,17627.58
13.07.2025,10:07:01,23.00,73.00,18.94,95.00,1673,17586.50
