DATE,TIME,AIR_TEMPERATURE[C],AIR_HUMIDITY[%],SOIL_TEMPERATURE[C],SOIL_MOISTURE[%],SOIL_MOISTURE[RAW],LIGHT_LEVEL[LUX]
17.08.2025,00:02:22,12.30,86.00,17.94,66.00,1977,nan
17.08.2025,00:07:21,12.20,87.00,17.88,66.00,1976,nan
17.08.2025,00:12:21,12.50,86.00,17.81,66.00,1980,nan
17.08.2025,00:17:20,12.30,86.00,17.75,66.00,1979,nan
17.08.2025,00:22:20,12.20,87.00,17.69,66.00,1979,nan
17.08.2025,00:27:19,12.10,88.00,17.62,66.00,1979,nan
17.08.2025,00:32:19,12.10,88.00,17.56,66.00,1978,nan
17.08.2025,00:37:18,12.10,87.00,17.56,66.00,1981,nan
17.08.2025,00:42:18,12.10,88.00,17.44,66.00,1979,nan
17.08.2025,00:47:17,11.90,88.00,17.44,66.00,1979,nan
17.08.2025,00:52:17,11.90,89.00,17.38,65.00,1983,nan
17.08.2025,00:57:17,11.90,88.00,17.31,65.00,1984,nan
17.08.2025,01:02:16,11.90,89.00,17.25,65.00,1983,nan
17.08.2025,01:07:15,11.90,88.00,17.25,65.00,1983,nan
17.08.2025,01:12:15,11.70,87.00,17.19,65.00,1986,nan
17.08.2025,01:17:14,11.40,88.00,17.12,65.00,1983,nan
17.08.2025,01:22:14,11.40,88.00,17.06,65.00,1983,nan
17.08.2025,01:27:13,11.30,89.00,17.00,65.00,1982,nan
17.08.2025,01:32:12,11.30,89.00,16.94,65.00,1986,nan
17.08.2025,01:37:12,11.40,90.00,16.88,65.00,1984,nan
17.08.2025,01:42:12,11.40,88.00,16.88,65.00,1986,nan
17.08.2025,01:47:11,11.30,90.00,16.81,65.00,1984,nan
17.08.2025,01:52:11,11.20,90.00,16.75,65.00,1984,nan
17.08.2025,01:57:10,11.30,90.00,16.69,65.00,1984,nan
17.08.2025,02:02:10,11.40,91.00,16.69,65.00,1984,nan
17.08.2025,02:07:09,11.30,90.00,16.62,65.00,1985,nan
17.08.2025,02:12:09,11.30,91.00,16.56,65.00,1984,nan
17.08.2025,02:17:08,11.40,91.00,16.56,65.00,1987,nan
17.08.2025,02:22:08,11.40,91.00,16.50,65.00,1985,nan
17.08.2025,02:27:08,11.40,91.00,16.44,65.00,1984,nan
17.08.2025,02:32:07,11.50,91.00,16.44,65.00,1983,nan
17.08.2025,02:37:07,11.30,91.00,16.38,66.00,1981,nan
17.08.2025,02:42:06,11.30,92.00,16.31,65.00,1983,nan
17.08.2025,02:47:06,11.40,92.00,16.31,66.00,1981,nan
17.08.2025,02:52:06,11.30,91.00,16.25,65.00,1983,nan
17.08.2025,02:57:05,11.10,91.00,16.19,66.00,1981,nan
17.08.2025,03:02:05,11.00,92.00,16.19,65.00,1983,nan
17.08.2025,03:07:04,11.00,92.00,16.12,65.00,1982,nan
17.08.2025,03:12:04,11.00,92.00,16.06,66.00,1981,nan
17.08.2025,03:17:03,11.00,92.00,16.06,65.00,1983,nan
17.08.2025,03:22:03,11.00,92.00,16.00,65.00,1983,nan
17.08.2025,03:27:03,11.00,92.00,16.00,66.00,1981,nan
17.08.2025,03:32:02,11.00,92.00,15.88,66.00,1980,nan
17.08.2025,03:37:02,11.00,92.00,15.88,65.00,1984,nan
17.08.2025,03:42:01,11.00,93.00,15.88,65.00,1984,nan
17.08.2025,03:47:01,11.10,92.00,15.81,65.00,1984,nan
17.08.2025,03:52:00,11.10,92.00,15.81,65.00,1984,nan
17.08.2025,03:57:00,11.10,92.00,15.75,65.00,1983,nan
17.08.2025,04:01:59,11.10,92.00,15.75,65.00,1982,nan
17.08.2025,04:06:59,11.30,92.00,15.69,65.00,1983,nan
17.08.2025,04:11:58,11.30,92.00,15.69,65.00,1982,nan
17.08.2025,04:16:58,11.30,92.00,15.62,65.00,1983,nan
17.08.2025,04:21:57,11.10,92.00,15.56,66.00,1980,nan
17.08.2025,04:26:57,11.30,92.00,15.56,66.00,1981,4.08
17.08.2025,04:31:57,11.00,93.00,15.56,66.00,1980,nan
17.08.2025,04:36:56,10.80,93.00,15.44,66.00,1979,nan
17.08.2025,04:41:56,10.70,94.00,15.44,65.00,1982,nan
17.08.2025,04:46:55,10.80,94.00,15.44,66.00,1981,nan
17.08.2025,04:51:54,10.70,93.00,15.38,65.00,1982,nan
17.08.2025,04:56:54,10.90,93.00,15.31,66.00,1980,nan
17.08.2025,05:01:54,10.90,93.00,15.31,66.00,1979,inf
17.08.2025,05:06:53,10.90,93.00,15.31,66.00,1978,4.08
17.08.2025,05:11:53,10.90,93.00,15.25,66.00,1975,9.18
17.08.2025,05:16:52,10.90,93.00,15.25,65.00,1982,12.75
17.08.2025,05:21:52,10.90,94.00,15.19,66.00,1979,36.72
17.08.2025,05:26:51,10.80,94.00,15.12,66.00,1977,63.52
17.08.2025,05:31:51,10.80,94.00,15.12,66.00,1979,96.12
17.08.2025,05:36:50,10.80,94.00,15.12,66.00,1980,143.41
17.08.2025,05:41:50,10.80,94.00,15.06,66.00,1981,194.49
17.08.2025,05:46:49,10.80,94.00,15.06,66.00,1979,261.12
17.08.2025,05:51:49,10.80,94.00,15.00,66.00,1977,332.91
17.08.2025,05:56:48,10.90,94.00,15.00,66.00,1979,423.11
17.08.2025,06:01:48,10.80,94.00,14.94,66.00,1979,518.71
17.08.2025,06:06:48,10.80,94.00,14.94,66.00,1981,635.79
17.08.2025,06:11:47,10.70,94.00,14.94,66.00,1980,756.49
17.08.2025,06:16:47,10.70,94.00,14.88,66.00,1979,847.83
17.08.2025,06:21:46,10.80,94.00,14.88,65.00,1982,824.91
17.08.2025,06:26:46,11.00,94.00,14.88,65.00,1984,853.01
17.08.2025,06:31:45,11.10,94.00,14.81,66.00,1981,1016.97
17.08.2025,06:36:45,11.20,94.00,14.88,65.00,1982,1281.94
17.08.2025,06:41:44,11.40,93.00,14.81,66.00,1973,1445.32
17.08.2025,06:46:44,11.60,93.00,14.88,66.00,1981,1521.42
17.08.2025,06:51:44,11.90,92.00,14.88,66.00,1973,1581.25
17.08.2025,06:56:43,12.10,91.00,14.88,67.00,1971,1893.26
17.08.2025,07:01:43,12.30,91.00,14.88,67.00,1968,2157.97
17.08.2025,07:06:42,12.30,91.00,14.88,67.00,1968,2582.22
17.08.2025,07:11:42,12.40,90.00,14.88,67.00,1968,2883.21
