DATE,TIME,AIR_TEMPERATURE[C],AIR_HUMIDITY[%],SOIL_TEMPERATURE[C],SOIL_MOISTURE[%],SOIL_MOISTURE[RAW],LIGHT_LEVEL[LUX]
30.07.2025,00:01:15,11.70,96.00,14.94,88.00,1747,nan
30.07.2025,00:06:15,11.60,96.00,14.88,88.00,1746,nan
30.07.2025,00:11:15,11.50,96.00,14.81,88.00,1751,nan
30.07.2025,00:16:15,11.40,96.00,14.75,88.00,1746,nan
30.07.2025,00:21:14,11.30,96.00,14.69,88.00,1746,nan
30.07.2025,00:26:14,11.40,97.00,14.62,88.00,1749,nan
30.07.2025,00:31:13,11.20,96.00,14.56,88.00,1747,nan
30.07.2025,00:36:13,11.20,97.00,14.50,88.00,1747,nan
30.07.2025,00:41:12,11.10,96.00,14.50,88.00,1747,nan
30.07.2025,00:46:12,11.00,96.00,14.44,88.00,1748,nan
30.07.2025,00:51:12,11.10,97.00,14.38,88.00,1747,nan
30.07.2025,00:56:11,10.90,97.00,14.31,88.00,1746,nan
30.07.2025,01:01:11,11.10,97.00,14.31,88.00,1748,nan
30.07.2025,01:06:11,11.40,97.00,14.25,88.00,1744,nan
30.07.2025,01:11:10,11.70,95.00,14.25,88.00,1747,nan
30.07.2025,01:16:10,11.30,95.00,14.19,88.00,1749,nan
30.07.2025,01:21:10,11.20,96.00,14.12,88.00,1749,nan
30.07.2025,01:26:09,11.30,96.00,14.12,88.00,1746,nan
30.07.2025,01:31:09,11.00,96.00,14.06,88.00,1747,nan
30.07.2025,01:36:08,10.80,96.00,14.00,88.00,1747,nan
30.07.2025,01:41:08,10.70,97.00,14.00,88.00,1747,nan
30.07.2025,01:46:08,10.60,97.00,13.94,88.00,1749,nan
30.07.2025,01:51:07,10.50,97.00,13.88,88.00,1747,nan
30.07.2025,01:56:07,10.90,98.00,13.81,88.00,1746,nan
30.07.2025,02:01:06,11.10,97.00,13.81,88.00,1749,nan
30.07.2025,02:06:06,11.40,96.00,13.75,88.00,1749,nan
30.07.2025,02:11:06,11.10,96.00,13.75,88.00,1751,nan
30.07.2025,02:16:05,11.10,96.00,13.69,88.00,1749,nan
30.07.2025,02:21:05,11.10,96.00,13.69,88.00,1748,nan
30.07.2025,02:26:05,11.00,97.00,13.69,88.00,1751,nan
30.07.2025,02:31:04,10.70,96.00,13.62,88.00,1747,nan
30.07.2025,02:36:04,10.70,97.00,13.62,88.00,1748,nan
30.07.2025,02:41:04,11.00,97.00,13.56,88.00,1747,nan
30.07.2025,02:46:03,11.10,97.00,13.50,88.00,1749,nan
30.07.2025,02:51:03,11.00,97.00,13.50,88.00,1746,nan
30.07.2025,02:56:03,11.00,97.00,13.44,88.00,1747,nan
30.07.2025,03:01:03,10.80,97.00,13.44,88.00,1750,nan
30.07.2025,03:06:02,10.70,97.00,13.44,88.00,1746,nan
30.07.2025,03:11:02,10.70,98.00,13.38,88.00,1749,nan
30.07.2025,03:16:02,10.70,98.00,13.38,88.00,1749,nan
