DATE,TIME,AIR_TEMPERATURE[C],AIR_HUMIDITY[%],SOIL_TEMPERATURE[C],SOIL_MOISTURE[%],SOIL_MOISTURE[RAW],LIGHT_LEVEL[LUX]
03.08.2025,00:00:50,12.70,97.00,15.62,85.00,1776,nan
03.08.2025,00:05:50,12.50,97.00,15.56,85.00,1776,nan
03.08.2025,00:10:50,12.50,97.00,15.56,85.00,1776,nan
03.08.2025,00:15:49,12.50,97.00,15.50,85.00,1776,nan
03.08.2025,00:20:49,12.50,98.00,15.44,85.00,1776,nan
03.08.2025,00:25:49,12.50,97.00,15.38,85.00,1776,nan
03.08.2025,00:30:48,12.20,97.00,15.31,85.00,1775,nan
03.08.2025,00:35:48,12.20,97.00,15.31,85.00,1776,nan
03.08.2025,00:40:47,12.10,97.00,15.25,85.00,1776,nan
03.08.2025,00:45:47,12.20,98.00,15.25,85.00,1776,nan
03.08.2025,00:50:47,12.00,97.00,15.19,85.00,1776,nan
03.08.2025,00:55:46,11.90,97.00,15.12,85.00,1782,nan
03.08.2025,01:00:46,12.20,98.00,15.12,85.00,1776,nan
03.08.2025,01:05:46,12.10,98.00,15.06,85.00,1776,nan
03.08.2025,01:10:45,12.20,98.00,15.06,85.00,1776,nan
03.08.2025,01:15:45,12.50,98.00,15.00,85.00,1776,nan
03.08.2025,01:20:44,12.50,98.00,15.00,85.00,1776,nan
03.08.2025,01:25:44,12.50,98.00,15.00,85.00,1776,nan
03.08.2025,01:30:44,12.50,98.00,15.00,85.00,1776,nan
03.08.2025,01:35:43,12.60,98.00,15.00,85.00,1776,nan
03.08.2025,01:40:43,12.70,98.00,15.00,85.00,1776,nan
03.08.2025,01:45:43,12.70,98.00,15.00,85.00,1776,nan
03.08.2025,01:50:42,12.80,98.00,15.00,85.00,1776,nan
03.08.2025,01:55:42,12.80,98.00,14.94,85.00,1777,nan
03.08.2025,02:00:41,12.70,98.00,14.94,85.00,1776,nan
03.08.2025,02:05:41,12.90,98.00,15.00,85.00,1776,nan
03.08.2025,02:10:41,12.90,98.00,14.94,85.00,1776,nan
03.08.2025,02:15:40,12.90,98.00,15.00,85.00,1776,nan
03.08.2025,02:20:40,12.90,98.00,14.94,85.00,1776,nan
03.08.2025,02:25:40,13.00,98.00,14.94,85.00,1776,nan
03.08.2025,02:30:39,13.10,98.00,14.94,85.00,1776,nan
03.08.2025,02:35:39,13.10,98.00,14.94,85.00,1776,nan
03.08.2025,02:40:39,13.20,98.00,15.00,85.00,1777,nan
03.08.2025,02:45:38,13.30,98.00,14.94,85.00,1776,nan
03.08.2025,02:50:38,13.30,98.00,15.00,85.00,1776,nan
03.08.2025,02:55:38,13.40,99.00,15.00,85.00,1776,nan
03.08.2025,03:00:37,13.30,98.00,15.00,85.00,1776,nan
03.08.2025,03:05:37,13.40,98.00,15.00,85.00,1776,nan
03.08.2025,03:10:37,13.50,98.00,15.06,85.00,1776,nan
03.08.2025,03:15:36,13.60,98.00,15.06,85.00,1776,nan
03.08.2025,03:20:36,13.60,99.00,15.06,85.00,1777,nan
03.08.2025,03:25:36,13.60,98.00,15.06,85.00,1776,nan
03.08.2025,03:30:35,13.60,98.00,15.06,85.00,1776,nan
03.08.2025,03:35:35,13.60,98.00,15.06,85.00,1776,nan
03.08.2025,03:40:35,13.60,98.00,15.06,85.00,1775,nan
03.08.2025,03:45:34,13.60,98.00,15.06,85.00,1775,nan
03.08.2025,03:50:34,13.70,99.00,15.06,85.00,1775,nan
03.08.2025,03:55:33,13.70,99.00,15.06,85.00,1775,nan
03.08.2025,04:00:33,13.70,99.00,15.06,85.00,1776,nan
03.08.2025,04:05:32,13.80,99.00,15.06,85.00,1775,nan
03.08.2025,04:10:32,13.90,99.00,15.06,85.00,1776,nan
03.08.2025,04:15:32,13.90,99.00,15.06,86.00,1774,nan
03.08.2025,04:20:31,13.90,99.00,15.06,84.00,1791,nan
03.08.2025,04:25:31,13.90,99.00,15.12,86.00,1774,nan
03.08.2025,04:30:31,13.90,99.00,15.12,86.00,1774,nan
03.08.2025,04:35:31,13.90,99.00,15.06,86.00,1771,nan
03.08.2025,04:40:30,13.90,99.00,15.12,86.00,1771,4.08
03.08.2025,04:45:30,13.90,99.00,15.12,86.00,1770,8.16
03.08.2025,04:50:30,13.90,99.00,15.12,86.00,1771,5.44
03.08.2025,04:55:29,13.90,99.00,15.12,86.00,1774,13.06
03.08.2025,05:00:29,13.90,99.00,15.12,86.00,1771,19.99
03.08.2025,05:05:28,13.90,99.00,15.12,86.00,1773,36.29
03.08.2025,05:10:28,13.90,99.00,15.12,86.00,1771,65.40
03.08.2025,05:15:28,13.90,99.00,15.12,86.00,1769,112.46
03.08.2025,05:20:27,13.90,99.00,15.12,86.00,1767,180.11
03.08.2025,05:25:27,14.00,99.00,15.12,86.00,1766,244.90
03.08.2025,05:30:27,14.10,99.00,15.12,86.00,1766,407.94
03.08.2025,05:35:27,14.20,99.00,15.12,87.00,1762,591.77
03.08.2025,05:40:26,14.30,99.00,15.12,87.00,1761,675.75
03.08.2025,05:45:26,14.40,99.00,15.19,87.00,1759,689.51
03.08.2025,05:50:26,14.50,99.00,15.19,87.00,1757,723.44
03.08.2025,05:55:25,14.50,99.00,15.19,87.00,1755,722.99
03.08.2025,06:00:25,14.60,99.00,15.19,88.00,1754,746.21
03.08.2025,06:05:24,14.50,99.00,15.19,88.00,1744,765.77
03.08.2025,06:10:24,14.50,99.00,15.25,88.00,1744,763.79
03.08.2025,06:15:24,14.40,99.00,15.25,89.00,1743,1002.85
03.08.2025,06:20:23,14.50,99.00,15.25,89.00,1737,1135.29
03.08.2025,06:25:23,14.60,99.00,15.25,89.00,1734,1000.26
03.08.2025,06:30:23,14.60,99.00,15.25,90.00,1728,1596.64
03.08.2025,06:35:23,14.70,99.00,15.25,90.00,1731,2023.21
03.08.2025,06:40:23,14.80,99.00,15.31,90.00,1727,2071.47
03.08.2025,06:45:22,15.10,99.00,15.31,90.00,1728,1482.11
03.08.2025,06:50:22,15.10,99.00,15.38,90.00,1727,1064.93
03.08.2025,06:55:22,15.00,98.00,15.38,90.00,1728,716.58
03.08.2025,07:00:21,14.80,98.00,15.38,90.00,1729,710.86
03.08.2025,07:05:21,14.80,99.00,15.38,90.00,1728,792.43
03.08.2025,07:10:20,14.80,99.00,15.38,90.00,1729,990.09
03.08.2025,07:15:20,14.90,99.00,15.44,90.00,1727,1075.38
03.08.2025,07:20:20,14.80,99.00,15.38,90.00,1729,917.64
03.08.2025,07:25:19,14.80,99.00,15.38,90.00,1730,1035.46
03.08.2025,07:30:19,14.90,99.00,15.44,90.00,1728,1055.37
03.08.2025,07:35:19,14.90,99.00,15.44,90.00,1731,1715.61
03.08.2025,07:40:18,15.00,99.00,15.44,90.00,1732,2304.88
03.08.2025,07:45:18,15.30,99.00,15.44,90.00,1729,2999.44
03.08.2025,07:50:18,15.50,99.00,15.50,90.00,1731,2455.29
03.08.2025,07:55:18,15.60,98.00,15.50,89.00,1734,3104.64
03.08.2025,08:00:18,15.80,98.00,15.56,89.00,1734,2357.38
03.08.2025,08:05:17,15.80,98.00,15.62,90.00,1733,3030.99
03.08.2025,08:10:17,15.90,98.00,15.69,90.00,1729,2746.43
03.08.2025,08:15:16,15.60,97.00,15.69,91.00,1723,2243.83
03.08.2025,08:20:16,15.50,97.00,15.69,90.00,1725,1383.75
03.08.2025,08:25:15,15.50,97.00,15.69,90.00,1726,1255.36
03.08.2025,08:30:15,15.50,98.00,15.69,91.00,1722,1090.79
03.08.2025,08:35:14,15.50,98.00,15.69,91.00,1721,1112.37
03.08.2025,08:40:14,15.50,98.00,15.69,91.00,1713,2214.20
03.08.2025,08:45:14,15.60,99.00,15.75,95.00,1678,2877.68
03.08.2025,08:50:13,15.70,99.00,15.75,96.00,1662,2778.67
03.08.2025,08:55:13,15.80,99.00,15.75,97.00,1657,3319.23
03.08.2025,09:00:13,16.00,99.00,15.75,97.00,1658,4112.44
03.08.2025,09:05:13,16.10,99.00,15.81,97.00,1658,2665.64
03.08.2025,09:10:12,16.20,99.00,15.88,96.00,1662,3529.02
03.08.2025,09:15:12,16.10,99.00,15.88,97.00,1658,4909.42
