DATE,TIME,AIR_TEMPERATURE[C],AIR_HUMIDITY[%],SOIL_TEMPERATURE[C],SOIL_MOISTURE[%],SOIL_MOISTURE[RAW],LIGHT_LEVEL[LUX]
31.07.2025,00:04:54,10.40,95.00,14.62,86.00,1769,nan
31.07.2025,00:09:53,10.30,95.00,14.56,89.00,1742,nan
31.07.2025,00:14:53,10.10,95.00,14.50,86.00,1770,nan
31.07.2025,00:19:53,10.20,95.00,14.44,86.00,1767,nan
31.07.2025,00:24:53,10.10,95.00,14.38,86.00,1769,nan
31.07.2025,00:29:52,10.10,96.00,14.31,86.00,1770,nan
31.07.2025,00:34:52,10.00,96.00,14.25,86.00,1767,nan
31.07.2025,00:39:52,9.80,96.00,14.25,86.00,1766,nan
31.07.2025,00:44:51,9.90,96.00,14.19,86.00,1766,nan
31.07.2025,00:49:51,9.80,96.00,14.12,86.00,1767,nan
31.07.2025,00:54:51,9.60,96.00,14.06,86.00,1767,nan
31.07.2025,00:59:50,9.60,96.00,14.06,86.00,1767,nan
31.07.2025,01:04:50,9.60,96.00,13.94,86.00,1769,nan
31.07.2025,01:09:50,9.60,96.00,13.94,86.00,1767,nan
31.07.2025,01:14:49,9.50,96.00,13.88,86.00,1770,nan
31.07.2025,01:19:49,9.50,96.00,13.81,86.00,1766,nan
31.07.2025,01:24:48,9.40,96.00,13.75,86.00,1770,nan
31.07.2025,01:29:48,9.40,95.00,13.75,86.00,1765,nan
31.07.2025,01:34:47,9.40,96.00,13.62,86.00,1771,nan
31.07.2025,01:39:47,9.20,95.00,13.62,86.00,1766,nan
31.07.2025,01:44:47,9.20,95.00,13.56,86.00,1766,nan
31.07.2025,01:49:46,9.20,96.00,13.56,86.00,1769,nan
31.07.2025,01:54:46,9.20,96.00,13.50,86.00,1767,nan
31.07.2025,01:59:46,9.20,96.00,13.44,86.00,1770,nan
31.07.2025,02:04:46,9.20,96.00,13.38,87.00,1763,nan
31.07.2025,02:09:45,9.00,95.00,13.31,86.00,1766,nan
31.07.2025,02:14:45,9.00,96.00,13.31,87.00,1764,nan
31.07.2025,02:19:45,9.00,96.00,13.25,86.00,1766,nan
31.07.2025,02:24:44,9.00,96.00,13.25,87.00,1764,nan
31.07.2025,02:29:44,9.00,96.00,13.19,86.00,1767,nan
31.07.2025,02:34:43,9.00,96.00,13.12,86.00,1767,nan
31.07.2025,02:39:43,9.00,96.00,13.12,86.00,1767,nan
31.07.2025,02:44:43,8.90,96.00,13.06,86.00,1766,nan
31.07.2025,02:49:43,8.90,96.00,13.06,86.00,1769,nan
31.07.2025,02:54:42,9.30,97.00,13.00,86.00,1771,nan
31.07.2025,02:59:42,9.20,97.00,13.00,86.00,1767,nan
31.07.2025,03:04:41,9.10,96.00,12.94,86.00,1765,nan
31.07.2025,03:09:41,8.90,96.00,12.88,86.00,1765,nan
31.07.2025,03:14:41,8.80,96.00,12.88,86.00,1766,nan
31.07.2025,03:19:40,8.90,96.00,12.81,86.00,1766,nan
31.07.2025,03:24:40,8.80,97.00,12.75,88.00,1747,nan
31.07.2025,03:29:40,8.60,96.00,12.75,86.00,1766,nan
31.07.2025,03:34:39,8.60,96.00,12.69,86.00,1766,nan
31.07.2025,03:39:39,8.50,96.00,12.69,86.00,1766,nan
31.07.2025,03:44:38,8.50,96.00,12.69,87.00,1763,nan
31.07.2025,03:49:38,8.50,97.00,12.62,86.00,1769,nan
31.07.2025,03:54:38,8.60,97.00,12.56,87.00,1764,4.08
31.07.2025,03:59:37,8.60,97.00,12.56,87.00,1763,4.08
31.07.2025,04:04:37,8.50,97.00,12.50,86.00,1766,nan
31.07.2025,04:09:36,8.40,97.00,12.50,86.00,1767,nan
31.07.2025,04:14:36,8.40,97.00,12.44,86.00,1766,0.00
31.07.2025,04:19:35,8.40,97.00,12.44,86.00,1766,nan
31.07.2025,04:24:35,8.40,97.00,12.38,86.00,1766,nan
31.07.2025,04:29:34,8.30,97.00,12.38,87.00,1763,nan
31.07.2025,04:34:34,8.20,97.00,12.31,86.00,1766,4.08
31.07.2025,04:39:34,8.10,97.00,12.25,86.00,1765,12.24
31.07.2025,04:44:34,8.30,97.00,12.25,86.00,1765,17.00
31.07.2025,04:49:34,8.10,97.00,12.25,86.00,1766,27.54
31.07.2025,04:54:33,8.10,97.00,12.19,87.00,1761,45.41
31.07.2025,04:59:33,8.50,98.00,12.19,87.00,1762,74.36
31.07.2025,05:04:33,8.40,97.00,12.12,87.00,1762,123.31
31.07.2025,05:09:32,8.20,97.00,12.12,87.00,1761,183.22
31.07.2025,05:14:32,8.20,97.00,12.06,87.00,1764,250.52
31.07.2025,05:19:32,8.10,97.00,12.06,87.00,1762,345.04
31.07.2025,05:24:31,8.10,97.00,12.00,87.00,1762,441.29
31.07.2025,05:29:31,8.10,97.00,11.94,87.00,1764,543.81
31.07.2025,05:34:31,8.20,97.00,12.00,87.00,1762,647.84
31.07.2025,05:39:30,8.20,97.00,11.94,87.00,1764,745.23
31.07.2025,05:44:30,8.30,97.00,11.94,87.00,1762,840.16
31.07.2025,05:49:29,8.30,97.00,11.94,87.00,1762,943.82
31.07.2025,05:54:29,8.40,97.00,11.94,87.00,1763,1039.98
