DATE,TIME,AIR_TEMPERATURE[C],AIR_HUMIDITY[%],SOIL_TEMPERATURE[C],SOIL_MOISTURE[%],SOIL_MOISTURE[RAW],LIGHT_LEVEL[LUX]
01.08.2025,00:03:29,12.00,97.00,14.81,86.00,1774,nan
01.08.2025,00:08:29,12.00,97.00,14.75,85.00,1775,nan
01.08.2025,00:13:28,11.70,97.00,14.75,86.00,1771,nan
01.08.2025,00:18:28,11.50,97.00,14.69,86.00,1773,nan
01.08.2025,00:23:28,11.50,97.00,14.62,86.00,1773,nan
01.08.2025,00:28:27,11.50,97.00,14.56,86.00,1774,nan
01.08.2025,00:33:27,11.50,98.00,14.50,86.00,1773,nan
01.08.2025,00:38:27,11.50,98.00,14.50,86.00,1771,nan
01.08.2025,00:43:27,11.40,97.00,14.44,86.00,1774,nan
01.08.2025,00:48:26,11.30,98.00,14.38,86.00,1772,nan
01.08.2025,00:53:26,11.40,98.00,14.38,86.00,1774,nan
01.08.2025,00:58:26,11.50,98.00,14.31,86.00,1770,nan
01.08.2025,01:03:25,11.30,98.00,14.25,86.00,1773,nan
01.08.2025,01:08:25,11.70,98.00,14.19,86.00,1771,nan
01.08.2025,01:13:24,11.90,99.00,14.25,86.00,1771,nan
01.08.2025,01:18:24,12.00,99.00,14.19,86.00,1771,nan
01.08.2025,01:23:24,12.20,99.00,14.19,86.00,1772,nan
01.08.2025,01:28:23,12.00,99.00,14.19,86.00,1774,nan
01.08.2025,01:33:23,11.70,99.00,14.12,86.00,1771,nan
01.08.2025,01:38:23,11.50,98.00,14.12,86.00,1773,nan
01.08.2025,01:43:22,11.70,99.00,14.12,86.00,1773,nan
01.08.2025,01:48:22,12.20,99.00,14.12,86.00,1770,nan
01.08.2025,01:53:22,12.20,99.00,14.12,86.00,1771,nan
01.08.2025,01:58:21,12.10,99.00,14.12,86.00,1771,nan
01.08.2025,02:03:21,11.90,99.00,14.12,86.00,1771,nan
01.08.2025,02:08:21,11.50,98.00,14.06,86.00,1770,nan
01.08.2025,02:13:21,11.40,98.00,14.06,86.00,1773,nan
01.08.2025,02:18:20,11.00,98.00,14.00,86.00,1770,nan
01.08.2025,02:23:20,11.10,98.00,13.94,86.00,1773,nan
01.08.2025,02:28:20,11.30,98.00,13.94,86.00,1771,nan
01.08.2025,02:33:20,12.00,99.00,13.94,86.00,1773,nan
01.08.2025,02:38:19,12.30,99.00,13.94,86.00,1773,nan
01.08.2025,02:43:19,12.30,99.00,14.00,86.00,1771,nan
01.08.2025,02:48:19,12.30,99.00,14.00,86.00,1767,nan
01.08.2025,02:53:19,12.20,99.00,13.94,86.00,1770,nan
01.08.2025,02:58:18,11.70,99.00,13.94,86.00,1770,nan
01.08.2025,03:03:18,11.40,99.00,13.88,86.00,1770,nan
01.08.2025,03:08:18,11.50,99.00,13.88,86.00,1771,nan
01.08.2025,03:13:17,11.70,99.00,13.81,86.00,1771,nan
01.08.2025,03:18:17,11.90,99.00,13.81,86.00,1770,nan
01.08.2025,03:23:16,12.10,99.00,13.81,86.00,1770,nan
01.08.2025,03:28:16,11.90,99.00,13.75,86.00,1771,nan
