DATE,TIME,AIR_TEMPERATURE[C],AIR_HUMIDITY[%],SOIL_TEMPERATURE[C],SOIL_MOISTURE[%],SOIL_MOISTURE[RAW],LIGHT_LEVEL[LUX]
20.07.2025,00:01:25,17.20,98.00,19.25,74.00,1891,nan
20.07.2025,00:06:25,17.10,98.00,19.19,74.00,1891,nan
20.07.2025,00:11:25,17.00,98.00,19.12,75.00,1887,nan
20.07.2025,00:16:25,17.00,98.00,19.06,75.00,1886,nan
20.07.2025,00:21:24,17.00,99.00,19.00,75.00,1879,nan
20.07.2025,00:26:24,17.10,99.00,18.94,74.00,1890,nan
20.07.2025,00:31:24,17.20,99.00,18.94,75.00,1885,nan
20.07.2025,00:36:24,17.20,99.00,18.88,75.00,1882,nan
20.07.2025,00:41:24,17.20,99.00,18.81,75.00,1882,nan
20.07.2025,00:46:23,17.20,99.00,18.81,75.00,1879,nan
20.07.2025,00:51:23,16.90,99.00,18.75,76.00,1876,nan
20.07.2025,00:56:23,16.90,99.00,18.69,75.00,1887,nan
20.07.2025,01:01:23,17.00,99.00,18.62,75.00,1883,nan
20.07.2025,01:06:23,16.90,99.00,18.56,76.00,1878,nan
20.07.2025,01:11:23,16.90,99.00,18.56,74.00,1889,nan
20.07.2025,01:16:22,16.90,99.00,18.50,76.00,1878,nan
20.07.2025,01:21:22,16.50,99.00,18.44,75.00,1879,nan
20.07.2025,01:26:22,16.40,99.00,18.38,75.00,1879,nan
20.07.2025,01:31:21,16.20,99.00,18.31,76.00,1878,nan
20.07.2025,01:36:21,16.20,99.00,18.31,76.00,1872,nan
20.07.2025,01:41:21,16.20,99.00,18.25,76.00,1872,nan
20.07.2025,01:46:20,16.20,99.00,18.19,76.00,1871,nan
20.07.2025,01:51:20,16.00,99.00,18.12,76.00,1871,nan
20.07.2025,01:56:20,15.80,99.00,18.06,76.00,1872,nan
20.07.2025,02:01:20,15.60,99.00,18.06,77.00,1867,nan
20.07.2025,02:06:20,15.40,98.00,18.00,76.00,1872,nan
20.07.2025,02:11:20,15.20,98.00,17.94,77.00,1866,nan
20.07.2025,02:16:19,15.20,98.00,17.88,77.00,1867,nan
20.07.2025,02:21:19,15.20,98.00,17.81,77.00,1860,nan
20.07.2025,02:26:19,15.00,98.00,17.75,78.00,1855,nan
20.07.2025,02:31:18,15.00,98.00,17.75,78.00,1856,nan
20.07.2025,02:36:18,15.00,98.00,17.69,77.00,1859,nan
20.07.2025,02:41:18,14.90,98.00,17.62,77.00,1861,nan
20.07.2025,02:46:18,14.90,98.00,17.56,78.00,1855,nan
20.07.2025,02:51:17,14.90,98.00,17.50,78.00,1855,nan
20.07.2025,02:56:18,14.80,98.00,17.50,78.00,1855,nan
20.07.2025,03:01:17,14.90,99.00,17.44,78.00,1857,nan
20.07.2025,03:06:17,15.20,99.00,17.44,78.00,1855,nan
20.07.2025,03:11:17,14.90,99.00,17.38,77.00,1862,nan
20.07.2025,03:16:17,14.80,99.00,17.38,78.00,1851,nan
20.07.2025,03:21:16,14.70,99.00,17.31,78.00,1857,nan
20.07.2025,03:26:16,14.60,99.00,17.25,78.00,1850,nan
20.07.2025,03:31:16,14.60,99.00,17.19,78.00,1857,nan
20.07.2025,03:36:16,14.50,99.00,17.12,78.00,1849,nan
20.07.2025,03:41:15,14.50,98.00,17.12,78.00,1851,nan
20.07.2025,03:46:15,14.50,99.00,17.06,78.00,1852,4.08
20.07.2025,03:51:15,14.60,99.00,17.06,79.00,1847,nan
20.07.2025,03:56:14,14.50,99.00,17.00,79.00,1847,nan
20.07.2025,04:01:14,14.40,99.00,16.94,79.00,1838,nan
20.07.2025,04:06:14,14.40,99.00,16.94,79.00,1845,nan
20.07.2025,04:11:14,15.00,99.00,16.88,79.00,1842,nan
20.07.2025,04:16:14,14.40,99.00,16.88,79.00,1845,4.08
20.07.2025,04:21:13,14.60,99.00,16.81,78.00,1852,5.44
20.07.2025,04:26:13,15.20,99.00,16.81,79.00,1841,13.06
20.07.2025,04:31:13,15.20,99.00,16.81,78.00,1850,19.99
20.07.2025,04:36:13,14.80,99.00,16.75,79.00,1843,30.85
20.07.2025,04:41:13,14.60,99.00,16.69,79.00,1843,50.84
20.07.2025,04:46:13,14.40,99.00,16.69,78.00,1853,87.43
20.07.2025,04:51:13,14.20,99.00,16.69,79.00,1843,132.82
20.07.2025,04:56:13,14.10,99.00,16.62,77.00,1861,189.07
20.07.2025,05:01:13,14.10,99.00,16.56,79.00,1845,255.22
20.07.2025,05:06:13,14.00,99.00,16.56,78.00,1849,343.13
20.07.2025,05:11:13,14.00,99.00,16.50,79.00,1840,444.64
20.07.2025,05:16:12,14.00,99.00,16.44,79.00,1843,549.97
20.07.2025,05:21:12,14.00,99.00,16.44,79.00,1841,652.39
20.07.2025,05:26:11,14.20,99.00,16.38,79.00,1840,769.42
20.07.2025,05:31:12,14.30,99.00,16.38,79.00,1842,874.02
20.07.2025,05:36:12,14.40,99.00,16.38,79.00,1846,975.43
20.07.2025,05:41:12,14.70,99.00,16.38,79.00,1846,1070.38
20.07.2025,05:46:11,14.60,99.00,16.38,79.00,1845,1155.12
20.07.2025,05:51:11,14.70,99.00,16.38,79.00,1846,1251.67
20.07.2025,05:56:11,14.70,99.00,16.38,79.00,1845,1360.09
20.07.2025,06:01:10,14.80,99.00,16.38,79.00,1840,1434.56
20.07.2025,06:06:10,14.90,99.00,16.38,79.00,1841,1523.60
20.07.2025,06:11:10,15.00,99.00,16.38,79.00,1841,1610.04
20.07.2025,06:16:10,15.00,99.00,16.38,79.00,1847,1704.06
20.07.2025,06:21:09,15.20,99.00,16.38,79.00,1847,1783.13
20.07.2025,06:26:09,15.50,99.00,16.38,79.00,1846,1866.01
20.07.2025,06:31:09,15.60,99.00,16.38,79.00,1843,1928.60
20.07.2025,06:36:09,15.90,99.00,16.38,79.00,1844,1995.33
20.07.2025,06:41:08,16.20,99.00,16.44,78.00,1851,2067.52
20.07.2025,06:46:08,16.30,98.00,16.44,79.00,1843,2120.05
20.07.2025,06:51:08,16.50,98.00,16.50,79.00,1842,2148.88
20.07.2025,06:56:08,16.80,98.00,16.50,78.00,1849,2194.28
20.07.2025,07:01:08,17.00,98.00,16.56,79.00,1847,2254.26
20.07.2025,07:06:08,17.20,98.00,16.56,78.00,1855,2305.09
20.07.2025,07:11:07,17.40,98.00,16.62,77.00,1858,2359.64
20.07.2025,07:16:07,17.60,97.00,16.62,77.00,1863,2399.63
20.07.2025,07:21:06,17.80,97.00,16.69,78.00,1856,2470.76
20.07.2025,07:26:06,17.90,96.00,16.75,79.00,1843,2545.30
20.07.2025,07:31:06,18.00,96.00,16.75,77.00,1865,2583.58
20.07.2025,07:36:06,18.20,96.00,16.81,76.00,1869,2631.00
20.07.2025,07:41:05,18.50,95.00,16.88,76.00,1869,2694.70
20.07.2025,07:46:05,18.60,94.00,16.94,76.00,1870,2796.67
