DATE,TIME,AIR_TEMPERATURE[C],AIR_HUMIDITY[%],SOIL_TEMPERATURE[C],SOIL_MOISTURE[%],SOIL_MOISTURE[RAW],LIGHT_LEVEL[LUX]
02.08.2025,00:02:13,13.90,98.00,16.25,87.00,1762,nan
02.08.2025,00:07:13,13.70,98.00,16.25,86.00,1765,nan
02.08.2025,00:12:13,13.50,98.00,16.19,87.00,1757,nan
02.08.2025,00:17:13,13.40,98.00,16.06,87.00,1762,nan
02.08.2025,00:22:12,13.30,98.00,16.06,87.00,1761,nan
02.08.2025,00:27:12,13.10,98.00,15.94,87.00,1761,nan
02.08.2025,00:32:11,13.10,98.00,15.94,87.00,1760,nan
02.08.2025,00:37:11,13.40,99.00,15.88,87.00,1759,nan
02.08.2025,00:42:10,13.50,99.00,15.88,87.00,1759,nan
02.08.2025,00:47:10,13.40,98.00,15.81,87.00,1759,nan
02.08.2025,00:52:10,13.10,98.00,15.75,87.00,1761,nan
02.08.2025,00:57:09,12.90,98.00,15.75,87.00,1759,nan
02.08.2025,01:02:09,13.00,98.00,15.69,87.00,1760,nan
02.08.2025,01:07:09,12.90,98.00,15.62,87.00,1761,nan
02.08.2025,01:12:08,12.80,98.00,15.56,87.00,1757,nan
02.08.2025,01:17:08,12.70,98.00,15.56,87.00,1759,nan
02.08.2025,01:22:08,12.50,98.00,15.50,87.00,1760,nan
02.08.2025,01:27:07,12.50,98.00,15.44,87.00,1757,nan
02.08.2025,01:32:07,12.20,97.00,15.38,87.00,1759,nan
02.08.2025,01:37:07,12.10,97.00,15.31,87.00,1759,nan
02.08.2025,01:42:07,12.10,97.00,15.25,87.00,1759,nan
02.08.2025,01:47:06,12.00,97.00,15.19,87.00,1758,nan
02.08.2025,01:52:06,12.00,97.00,15.12,87.00,1756,nan
02.08.2025,01:57:06,12.00,97.00,15.06,87.00,1758,nan
02.08.2025,02:02:05,11.90,98.00,15.06,87.00,1757,nan
02.08.2025,02:07:05,11.90,98.00,15.00,87.00,1757,nan
02.08.2025,02:12:04,12.00,98.00,14.94,87.00,1758,nan
02.08.2025,02:17:04,12.10,98.00,14.94,87.00,1757,nan
02.08.2025,02:22:04,12.00,98.00,14.88,87.00,1758,nan
02.08.2025,02:27:04,12.00,98.00,14.81,87.00,1759,nan
02.08.2025,02:32:04,12.00,99.00,14.81,87.00,1757,nan
02.08.2025,02:37:03,12.00,99.00,14.81,87.00,1758,nan
02.08.2025,02:42:03,12.20,99.00,14.75,87.00,1757,nan
02.08.2025,02:47:02,12.20,99.00,14.75,88.00,1753,nan
02.08.2025,02:52:02,11.80,98.00,14.69,88.00,1754,nan
02.08.2025,02:57:02,11.80,99.00,14.62,87.00,1755,nan
