DATE,TIME,AIR_TEMPERATURE[C],AIR_HUMIDITY[%],SOIL_TEMPERATURE[C],SOIL_MOISTURE[%],SOIL_MOISTURE[RAW],LIGHT_LEVEL[LUX]
16.07.2025,00:04:42,16.00,99.00,17.19,100.00,1243,nan
16.07.2025,00:09:42,16.00,99.00,17.12,100.00,1246,nan
16.07.2025,00:14:41,16.00,99.00,17.06,100.00,1239,nan
16.07.2025,00:19:41,16.00,99.00,17.06,100.00,1244,nan
16.07.2025,00:24:40,16.00,99.00,17.06,100.00,1239,nan
16.07.2025,00:29:40,16.00,99.00,17.06,100.00,1238,nan
16.07.2025,00:34:40,16.00,99.00,17.00,100.00,1244,nan
16.07.2025,00:39:40,16.00,99.00,17.00,100.00,1241,nan
16.07.2025,00:44:39,16.00,99.00,17.00,100.00,1238,nan
16.07.2025,00:49:39,15.90,99.00,16.94,100.00,1243,nan
16.07.2025,00:54:39,15.90,99.00,16.94,100.00,1244,nan
16.07.2025,00:59:39,15.80,99.00,16.94,100.00,1223,nan
16.07.2025,01:04:38,15.90,99.00,16.88,100.00,1243,nan
16.07.2025,01:09:38,15.80,99.00,16.88,100.00,1237,nan
16.07.2025,01:14:37,15.80,99.00,16.88,100.00,1231,nan
16.07.2025,01:19:37,15.80,99.00,16.81,100.00,1235,nan
16.07.2025,01:24:36,15.70,99.00,16.81,100.00,1237,nan
16.07.2025,01:29:36,15.60,99.00,16.75,100.00,1233,nan
16.07.2025,01:34:36,15.60,99.00,16.75,100.00,1232,nan
16.07.2025,01:39:35,15.60,99.00,16.69,100.00,1232,nan
16.07.2025,01:44:35,15.50,99.00,16.62,100.00,1237,nan
16.07.2025,01:49:35,15.50,99.00,16.62,100.00,1236,nan
16.07.2025,01:54:35,15.40,99.00,16.62,100.00,1229,nan
16.07.2025,01:59:35,15.40,99.00,16.56,100.00,1232,4.08
16.07.2025,02:04:35,15.40,99.00,16.56,100.00,1232,nan
16.07.2025,02:09:34,15.30,99.00,16.50,100.00,1233,nan
16.07.2025,02:14:34,15.30,99.00,16.44,100.00,1232,nan
16.07.2025,02:19:34,15.30,99.00,16.44,100.00,1235,nan
16.07.2025,02:24:34,15.20,99.00,16.44,100.00,1232,nan
16.07.2025,02:29:34,15.20,99.00,16.38,100.00,1233,nan
16.07.2025,02:34:34,15.20,99.00,16.31,100.00,1235,nan
16.07.2025,02:39:34,15.20,99.00,16.31,100.00,1232,nan
16.07.2025,02:44:34,15.10,99.00,16.25,100.00,1237,nan
16.07.2025,02:49:34,15.00,99.00,16.25,100.00,1235,nan
16.07.2025,02:54:33,15.00,99.00,16.19,100.00,1232,nan
16.07.2025,02:59:33,15.00,99.00,16.19,100.00,1232,nan
16.07.2025,03:04:33,15.10,99.00,16.12,100.00,1235,nan
16.07.2025,03:09:33,15.20,99.00,16.19,100.00,1234,nan
16.07.2025,03:14:32,15.00,99.00,16.12,100.00,1233,nan
16.07.2025,03:19:32,15.00,99.00,16.12,100.00,1239,nan
16.07.2025,03:24:32,15.00,99.00,16.12,100.00,1234,nan
16.07.2025,03:29:32,15.00,99.00,16.06,100.00,1233,nan
16.07.2025,03:34:32,15.00,99.00,16.12,100.00,1234,nan
16.07.2025,03:39:32,15.00,99.00,16.12,100.00,1235,nan
16.07.2025,03:44:32,15.00,99.00,16.06,100.00,1232,nan
16.07.2025,03:49:31,15.00,99.00,16.06,100.00,1232,nan
16.07.2025,03:54:31,15.00,99.00,16.06,100.00,1235,nan
16.07.2025,03:59:31,15.00,99.00,16.06,100.00,1234,nan
16.07.2025,04:04:31,15.00,99.00,16.06,100.00,1232,nan
16.07.2025,04:09:31,15.00,99.00,16.06,100.00,1232,nan
16.07.2025,04:14:30,15.00,99.00,16.00,100.00,1238,nan
16.07.2025,04:19:30,15.00,99.00,16.00,100.00,1233,nan
16.07.2025,04:24:29,15.00,99.00,16.00,100.00,1235,8.16
16.07.2025,04:29:29,15.00,99.00,16.00,100.00,1237,13.06
16.07.2025,04:34:29,15.00,99.00,16.00,100.00,1232,19.99
16.07.2025,04:39:28,15.00,99.00,16.00,100.00,1233,45.41
16.07.2025,04:44:28,14.90,99.00,15.94,100.00,1234,94.53
16.07.2025,04:49:28,14.90,99.00,15.94,100.00,1232,132.54
